Maximum of Subsidiary Legal Name,Maximum of Name,Document Number,Date,Maximum of Due Date/Receive By,Period,Type,Maximum of Department,Maximum of Amount,Maximum of Amount Paid,Status,Maximum of Memo (Main),Maximum of Date Closed
"Nexus Data Centers, LLC",PwC US Tax LLP,208A136682,3/13/2026,4/12/2026,Mar 2026,Bill,Corporate : Accounting,"12,245.00 ","12,245.00 ",Paid In Full,DM Progress billing for services - 2/1/2026-2/28/2926 - February 2026,3/24/2026
"Nexus Data Centers, LLC",Oracle NetSuite,2436226,3/13/2026,4/12/2026,Mar 2026,Bill,Corporate : IT : Services / License,"1,335.63 ","1,335.63 ",Paid In Full,DM NetSuite add'l users charge - quarterly payment,3/24/2026
"Nexus Land Holdings, LLC",Champion Energy Services,260760026731729,3/16/2026,4/3/2026,Mar 2026,Bill,Infrastructure : Utilities - Infra,236.31 ,236.31 ,Paid In Full,DM 2/12/2026-3/16/2026,4/6/2026
"Nexus Data Centers, LLC",Datamation Technologies,4786,3/16/2026,3/26/2026,Mar 2026,Bill,Corporate : IT : Services / License,"19,273.11 ","19,273.11 ",Paid In Full,DM Dell pro laptop for new employee user(10 laptops),3/24/2026
"Nexus Land Holdings, LLC",Luisa V Savage,Bill#2,3/16/2026,3/30/2026,Mar 2026,Bill,Infrastructure : Site Services - Infra,"1,501.76 ","1,501.76 ",Paid In Full,DM Wallace & Jarvis Cleaning - Feb 27 2026-March 15 2026,3/24/2026
"Nexus Land Holdings, LLC",David Kaddatz,INV-000152,3/16/2026,3/18/2026,Mar 2026,Bill,Infrastructure : Residential Improvements - Infra,"5,721.00 ","5,721.00 ",Paid In Full,DM Bathroom Remodel (King/HUB-34?),3/24/2026
"Nexus Land Holdings, LLC",David Kaddatz,INV-000153,3/16/2026,3/16/2026,Mar 2026,Bill,Infrastructure : Residential Improvements - Infra,450.00 ,450.00 ,Paid In Full,DM Plumbing repair - King house septic,3/24/2026
Nexus Data Centers Hubbard LLC,"Rountree Towers, Inc",1016,3/17/2026,3/22/2026,Mar 2026,Bill,Development : Fiber : Fiber Procore,"108,082.83 ","108,082.83 ",Paid In Full,Design Procure Internet Wireless Network,4/22/2026
"Nexus Hubbard Power, LLC",WTG Gas Transmission,LTN#3-27-26,3/17/2026,3/27/2026,Mar 2026,Bill,Operations : Gas : Gas Gen,"3,500,000.00 ","3,500,000.00 ",Paid In Full,LTN to Proceed,3/18/2026
"Nexus Apex Holdings, LLC","Terracon Consultants, Inc.",TQ44261,3/17/2026,4/16/2026,Mar 2026,Bill,Development : Engineering : Engineering Procore,"29,500.00 ","29,500.00 ",Paid In Full,Jan and Feb 2026 Support,5/27/2026
"Nexus Land Holdings, LLC",American Craftsmen,2259,3/18/2026,3/18/2026,Mar 2026,Bill,Infrastructure : Residential Improvements - Infra,"10,134.28 ","10,134.28 ",Paid In Full,Residential Improvements - Final payment,4/14/2026
"Nexus Hubbard Power, LLC",WTG Gas Transmission,LNTP #2 — initial CIAC,3/18/2026,3/18/2026,Mar 2026,Bill,Operations : Gas : Gas Gen,"8,188,890.00 ","8,188,890.00 ",Paid In Full,LNTP #2 — initial CIAC,3/20/2026
"Nexus Hubbard Power, LLC","Industrial Project Innovation, LLC",Nexus-007,3/18/2026,4/17/2026,Mar 2026,Bill,Development : Project Management : Project Management Procore,"426,547.02 ","426,547.02 ",Paid In Full,PM Feb 2026,4/22/2026
"Nexus Land Holdings, LLC",American Craftsmen,N/A - see proposal,3/19/2026,3/19/2026,Mar 2026,Bill,Infrastructure : Residential Improvements - Infra,"11,816.38 ","11,816.38 ",Paid In Full,DM 25% payment for halfway point- Nexus HUB 10 rehab,3/24/2026
"Nexus Apex Holdings, LLC",PRAIRIELANDS GROUNDWATER CONSERVATION DISTRICT,2026-0246,3/20/2026,3/20/2026,Mar 2026,Bill,Development : Utilities : Utilities Gen,"6,000.00 ","6,000.00 ",Paid In Full,DM Water usage fees Q22026,3/24/2026
"Nexus Hubbard Power, LLC",Everllence USA INC,6803549,3/20/2026,4/4/2026,Mar 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"14,974,755.80 ","14,974,755.80 ",Paid In Full,DM 10% Milestone Payment for MAN enginges (11 units),3/27/2026
"Nexus Land Holdings, LLC",Brian Stroud,818816,3/20/2026,3/20/2026,Mar 2026,Bill,Infrastructure : Site Services - Infra,"2,749.18 ","2,749.18 ",Paid In Full,,4/13/2026
"Nexus Apex Holdings, LLC",Promoveo Group LLC,323,3/23/2026,3/23/2026,Mar 2026,Bill,Development : Project Management : Project Management Gen,"17,850.00 ","17,850.00 ",Paid In Full,"DM OR Planning Services - Baseline status meetings, planning sessions with COO/CDO & Naes, document review, revised master planning scope/schedule/estimate, MIC workshop framework",3/27/2026
"Nexus Data Centers, LLC","Ultera, llc",361,3/23/2026,4/7/2026,Mar 2026,Bill,Corporate : Workforce,"58,000.00 ","58,000.00 ",Paid In Full,DM Recruitment of Derek Morris,3/27/2026
"Nexus Land Holdings, LLC",TXU Energy (AutoPay),TXU03232026,3/23/2026,3/23/2026,Mar 2026,Bill,Infrastructure : Utilities - Infra,102.64 ,102.64 ,Paid In Full,DM - Missing Inv,3/23/2026
"Nexus Land Holdings, LLC","Seismic Exchange, Inc.",P-02-197136-0,3/24/2026,3/24/2026,Mar 2026,Bill,Infrastructure : Legal - Infra,"68,231.80 ","68,231.80 ",Paid In Full,,4/6/2026
"Nexus Hubbard Power, LLC",Creatum Solar LLC,260325_001,3/25/2026,3/25/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"253,500.00 ","253,500.00 ",Paid In Full,Professional Services Agreement (Jan 23 2026),4/22/2026
"Nexus Apex Holdings, LLC",Michels Construction inc,21265102,3/26/2026,3/26/2026,Mar 2026,Bill,Development : Fiber : Fiber Procore,"47,928.75 ","47,928.75 ",Paid In Full,Job 25215103 Fiber Carrier Engagement & OSP Fiber Network Design to Project Apex,5/4/2026
"Nexus Land Holdings, LLC",CT Hydroflo LLC,3248,3/26/2026,3/25/2026,Mar 2026,Bill,Infrastructure : Utilities - Infra,"37,055.00 ","37,055.00 ",Paid In Full,,4/15/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3307,3/26/2026,3/26/2026,Mar 2026,Bill,Corporate : Accounting,"43,070.00 ","43,070.00 ",Paid In Full,March 8 to  21,5/4/2026
"Nexus Apex Holdings, LLC","EXP Energy Services, Inc.",02202613,3/27/2026,3/27/2026,Mar 2026,Bill,Development : Regulatory : Regulatory Procore,"5,355.25 ","5,355.25 ",Paid In Full,"January 31, 2026 - February 27, 2026",5/15/2026
Nexus Data Centers Hubbard LLC,W.G. Yates & Sons Construction Company,PC-03.1,3/27/2026,4/11/2026,Mar 2026,Bill,Development : Construction : Construction Procore,"435,763.63 ","435,763.63 ",Paid In Full,March services,5/11/2026
"Nexus Land Holdings, LLC",American Craftsmen,2256,3/30/2026,3/30/2026,Mar 2026,Bill,Infrastructure : Residential Improvements - Infra,"11,814.18 ","11,814.18 ",Paid In Full,Residential Improvements,4/14/2026
"Nexus Land Holdings, LLC",American Craftsmen,2261,3/30/2026,3/30/2026,Mar 2026,Bill,Infrastructure : Residential Improvements - Infra,"8,551.99 ","8,551.99 ",Paid In Full,Residential Improvements - 50% Draw,4/14/2026
"Nexus Land Holdings, LLC",American Craftsmen,2263,3/30/2026,3/30/2026,Mar 2026,Bill,Infrastructure : Residential Improvements - Infra,"12,043.60 ","12,043.60 ",Paid In Full,,4/14/2026
"Nexus Apex Holdings, LLC","Orrick, Herrington & Sutcliffe LLP",2359114,3/30/2026,3/30/2026,Mar 2026,Bill,Corporate : Finance,"72,658.81 ","72,658.81 ",Paid In Full,EP loan refi & upsize,4/21/2026
"Nexus Land Holdings, LLC",ONPOINT Transactions LLC,3754,3/30/2026,3/30/2026,Mar 2026,Bill,Infrastructure : Acquisition costs - Infra,"9,000.00 ","9,000.00 ",Paid In Full,,4/14/2026
Nexus Data Centers Hubbard LLC,W.G. Yates & Sons Construction Company,5302601-01,3/30/2026,4/30/2026,Mar 2026,Bill,Development : Construction : Construction Procore,"8,471,454.51 ","8,471,454.51 ",Paid In Full,March Services,4/30/2026
"Nexus Land Holdings, LLC","Trapp Law Firm, PC",1148,3/31/2026,4/30/2026,Mar 2026,Bill,Infrastructure : Acquisition costs - Infra,"25,380.00 ","25,380.00 ",Paid In Full,,4/21/2026
"Nexus Data Centers, LLC",Datamation Technologies,4789,3/31/2026,4/10/2026,Mar 2026,Bill,Corporate : IT : Assets,"5,757.82 ","5,757.82 ",Paid In Full,Hardware purchases,4/13/2026
"Nexus Data Centers, LLC",Datamation Technologies,4790,3/31/2026,4/10/2026,Mar 2026,Bill,Corporate : IT : Assets,"2,347.94 ","2,347.94 ",Paid In Full,,4/13/2026
"Nexus Data Centers, LLC",Datamation Technologies,4791,3/31/2026,4/10/2026,Mar 2026,Bill,Corporate : IT : Assets,898.48 ,898.48 ,Paid In Full,,4/13/2026
"Nexus Land Holdings, LLC",Brian Stroud,818817,3/31/2026,3/31/2026,Mar 2026,Bill,Infrastructure : Site Services - Infra,"1,393.63 ","1,393.63 ",Paid In Full,,4/13/2026
"Nexus Hubbard Power, LLC",NAES Corporation,NAES-IN0000034885,3/31/2026,4/30/2026,Mar 2026,Bill,Operations : O&M : O&M Procore,125.50 ,0.00 ,Open,,
Nexus Data Centers Hubbard LLC,Tinsley Drilling & Company Inc,170-26,4/1/2026,5/1/2026,Apr 2026,Bill,Development : Construction : Construction Procore,"1,324,160.00 ",0.00 ,Rejected,,
"Nexus Data Centers, LLC",wework,202600001098,4/1/2026,4/1/2026,Apr 2026,Bill,Corporate : HQ / Office,"10,800.00 ","10,800.00 ",Paid In Full,April Austin Rent,4/13/2026
"Nexus Apex Holdings, LLC",Post Oak Special Utility District,221929846 - March 2026,4/1/2026,4/16/2026,Apr 2026,Bill,Development : Utilities : Utilities Gen,"6,955.00 ","6,955.00 ",Paid In Full,March site usage,4/21/2026
"Nexus Apex Holdings, LLC",Post Oak Special Utility District,222737930 - March 2026,4/1/2026,4/16/2026,Apr 2026,Bill,Development : Utilities : Utilities Gen,"8,675.25 ","8,675.25 ",Paid In Full,,4/21/2026
"Nexus Apex Holdings, LLC",Post Oak Special Utility District,222739086 - March 2026,4/1/2026,4/16/2026,Apr 2026,Bill,Development : Utilities : Utilities Gen,"10,145.71 ","10,145.71 ",Paid In Full,,4/21/2026
"Nexus Land Holdings, LLC",Kerry Johnson,3,4/1/2026,4/16/2026,Apr 2026,Bill,Infrastructure : Residential Improvements - Infra,120.00 ,120.00 ,Paid In Full,paid via check 1043,4/1/2026
"Nexus Land Holdings, LLC",Sheryl Lorraine Salley,300,4/1/2026,4/16/2026,Apr 2026,Bill,Infrastructure : Site Services - Infra,"7,500.00 ","7,500.00 ",Paid In Full,Incorrect due date on invoice,4/14/2026
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,50259001-4,4/1/2026,5/1/2026,Apr 2026,Bill,Development : Construction : Construction Procore,"2,538,475.57 ","2,538,475.57 ",Paid In Full,Contract :  50259-001,5/8/2026
"Nexus Hubbard Power, LLC",Everllence USA INC,6803569,4/1/2026,4/15/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"12,503,681.11 ","12,503,681.11 ",Paid In Full,Equipment Supply Contract - body of contract (9/26/2025) - 13 units and change order,4/16/2026
"Nexus Data Centers, LLC",Regus Corporation,7970-1297,4/1/2026,4/15/2026,Apr 2026,Bill,Corporate : HQ / Office,"15,310.82 ","15,072.82 ",Open,,
"Nexus Land Holdings, LLC",Luisa V Savage,Bill # 3,4/1/2026,4/16/2026,Apr 2026,Bill,Infrastructure : Site Services - Infra,"1,310.90 ","1,310.90 ",Paid In Full,March accrual,5/4/2026
"Nexus Hubbard Power, LLC",NAES Corporation,CONS-000004084,4/1/2026,4/30/2026,Apr 2026,Bill,Operations : O&M : O&M Procore,"29,530.75 ","29,530.75 ",Paid In Full,Feb 2 - March 13,6/26/2026
"Nexus Land Holdings, LLC",TXU Energy (AutoPay),040226-1,4/2/2026,4/2/2026,Apr 2026,Bill,Infrastructure : Utilities - Infra,"1,304.98 ","1,304.98 ",Paid In Full,TXU April Payments,4/2/2026
"Nexus Land Holdings, LLC",City of Hubbard,1044,4/2/2026,4/2/2026,Apr 2026,Bill,Infrastructure : Utilities - Infra,300.00 ,300.00 ,Paid In Full,Paid via check 1044,4/8/2026
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",163613,4/2/2026,5/6/2026,Apr 2026,Bill,Development : Engineering : Engineering Procore,"79,788.19 ","79,788.19 ",Paid In Full,,5/11/2026
"Nexus Data Centers, LLC",Duvera Consulting LLC,260303,4/3/2026,4/18/2026,Apr 2026,Bill,Corporate : Workforce,"29,000.00 ","29,000.00 ",Paid In Full,,5/4/2026
"Nexus Land Holdings, LLC",David Kaddatz,#INV-000154,4/4/2026,4/6/2026,Apr 2026,Bill,Infrastructure : Residential Improvements - Infra,"17,584.00 ","17,584.00 ",Paid In Full,HUB21 Hill reno final payment,4/15/2026
"Nexus Apex Holdings, LLC",AFCO Credit Corporation,1180688,4/4/2026,4/23/2026,Apr 2026,Bill,Corporate : Finance,"4,763,888.04 ","4,763,888.04 ",Paid In Full,,4/27/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,25589,4/4/2026,5/4/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"4,907,089.59 ","4,907,089.59 ",Paid In Full,Long Lead UPS,4/7/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,25590,4/4/2026,5/4/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"2,970,923.17 ","2,970,923.17 ",Paid In Full,LV Switchboards DH 1-4,4/7/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,25591,4/4/2026,5/4/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"831,433.24 ","831,433.24 ",Paid In Full,Long Lead Generators,4/7/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,25592,4/4/2026,5/4/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"3,989,888.95 ","3,989,888.95 ",Paid In Full,Busway & Plugs,4/7/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,25593,4/4/2026,5/4/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"9,533,524.50 ","9,533,524.50 ",Paid In Full,Busway ATS,4/7/2026
"Nexus Data Centers, LLC",Datasite LLC,INV-916100,4/5/2026,5/5/2026,Apr 2026,Bill,Corporate : Finance,"38,639.40 ","38,639.40 ",Paid In Full,March services,5/4/2026
"Nexus Data Centers, LLC",Oracle NetSuite,2450398,4/6/2026,5/6/2026,Apr 2026,Bill,Corporate : IT : Services / License,"14,913.33 ","14,913.33 ",Paid In Full,,5/26/2026
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,43427-02,4/6/2026,5/6/2026,Apr 2026,Bill,Development : Construction : Construction Procore,"240,924.95 ","240,924.95 ",Paid In Full,LNTP 02-16-2026,5/8/2026
"Nexus Hubbard Power, LLC",Source Blue LLC,SBL-2026-001,4/6/2026,4/6/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"30,773,859.10 ","30,773,859.10 ",Paid In Full,,4/29/2026
"Nexus Land Holdings, LLC",Frontier Waste Solutions,040726,4/7/2026,4/7/2026,Apr 2026,Bill,Infrastructure : Utilities - Infra,69.62 ,69.62 ,Paid In Full,Frontier April Payments,4/7/2026
"Nexus Hubbard Power, LLC","Exp U.S. Services, Inc.",163842,4/7/2026,6/18/2026,Apr 2026,Bill,Development : Engineering : Engineering Procore,"24,105.25 ","24,105.25 ",Paid In Full,"March 14, 2026 to March 27, 2026",6/23/2026
"Nexus Land Holdings, LLC",CT Hydroflo LLC,3287,4/7/2026,4/7/2026,Apr 2026,Bill,Infrastructure : Utilities - Infra,140.00 ,140.00 ,Paid In Full,,4/15/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,25638,4/8/2026,5/8/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"14,854,615.84 ","14,854,615.84 ",Paid In Full,LV Switchboards DH 1-4,4/17/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3319,4/8/2026,4/8/2026,Apr 2026,Bill,Corporate : Accounting,"41,655.00 ","41,655.00 ",Paid In Full,Consulting General and ERP Late March and April Services,5/4/2026
"Nexus Land Holdings, LLC",Post Oak Special Utility District,344,4/8/2026,4/8/2026,Apr 2026,Bill,Infrastructure : Utilities - Infra,"3,167.61 ","3,167.61 ",Paid In Full,April meter services,4/21/2026
"Nexus Data Centers, LLC","SL2 Bowen Domain, LP - THE BOWEN",4826-0167,4/8/2026,4/8/2026,Apr 2026,Bill,Corporate : Workforce,"1,800.00 ","1,800.00 ",Paid In Full,,4/10/2026
"Nexus Apex Holdings, LLC",Tinsley Drilling & Company Inc,G702 - April Invoice,4/8/2026,5/8/2026,Apr 2026,Bill,Development : Construction : Construction Procore,"1,324,600.00 ","1,324,600.00 ",Paid In Full,Drilling Well,5/4/2026
"Nexus Land Holdings, LLC",Rachel Massey,1,4/9/2026,4/24/2026,Apr 2026,Bill,Infrastructure : Residential Improvements - Infra,225.00 ,225.00 ,Paid In Full,paid via check 1048,4/10/2026
Nexus Data Centers Hubbard LLC,CorePhase Enterprises LLC,2025-NEX-001-004,4/9/2026,4/25/2026,Apr 2026,Bill,Development : Project Management : Project Management Procore,"386,136.55 ","386,136.55 ",Paid In Full,March accrual,5/4/2026
"Nexus Hubbard Power, LLC","Industrial Project Innovation, LLC",Nexus-008,4/9/2026,5/9/2026,Apr 2026,Bill,Development : Project Management : Project Management Procore,"728,359.87 ","728,359.87 ",Paid In Full,March 2026 - Integration Support,5/11/2026
"Nexus Land Holdings, LLC",Champion Energy Services,04102026,4/10/2026,4/25/2026,Apr 2026,Bill,Infrastructure : Utilities - Infra,97.30 ,97.30 ,Paid In Full,Champion April Payment,4/10/2026
"Nexus Apex Holdings, LLC",EquipmentShare.com Inc,6761723-000,4/10/2026,5/10/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"2,072,954.95 ","2,072,954.95 ",Paid In Full,50% down payment for IPMT and  Contractor Trailer Purchases,4/23/2026
"Nexus Land Holdings, LLC",Brian Stroud,818818,4/10/2026,4/25/2026,Apr 2026,Bill,Infrastructure : Site Services - Infra,450.00 ,450.00 ,Paid In Full,,5/4/2026
"Nexus Data Centers, LLC",Taylor Duma LLP,941364,4/11/2026,4/26/2026,Apr 2026,Bill,Corporate : Workforce,74.13 ,74.13 ,Paid In Full,,5/4/2026
"Nexus Land Holdings, LLC",Luisa V Savage,Re-Issue #1 & #2,4/12/2026,4/30/2026,Apr 2026,Bill,Infrastructure : Site Services - Infra,489.88 ,489.88 ,Paid In Full,SUT true up,5/4/2026
"Nexus Data Centers, LLC","May Business Co, LLC",02-1003,4/13/2026,4/30/2026,Apr 2026,Bill,Corporate : Workforce,"3,500.00 ","3,500.00 ",Paid In Full,April Services,5/4/2026
"Nexus Data Centers, LLC",Abdellah Kettani,04132026,4/13/2026,4/13/2026,Apr 2026,Bill,Corporate : Corporate,"1,040.00 ","1,040.00 ",Paid In Full,Town Car Services,4/13/2026
"Nexus Land Holdings, LLC","1212 Property Services, LLC",1002,4/13/2026,4/28/2026,Apr 2026,Bill,Infrastructure : Site Services - Infra,"3,700.00 ","3,700.00 ",Paid In Full,April Services,5/4/2026
"Nexus Data Centers, LLC",Butler Snow LLP,10522848,4/13/2026,4/13/2026,Apr 2026,Bill,Corporate : Legal,415.00 ,415.00 ,Paid In Full,March accrual,5/4/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3331,4/13/2026,4/13/2026,Apr 2026,Bill,Corporate : Accounting,"7,082.50 ","7,082.50 ",Paid In Full,Jan services,5/4/2026
"Nexus Data Centers, LLC",Kirkland & Ellis LLP,1020038202,4/14/2026,4/14/2026,Apr 2026,Bill,Corporate : Legal,"24,384.28 ","24,384.28 ",Paid In Full,March services,5/4/2026
Nexus Data Centers Hubbard LLC,"Bluebeam, Inc.",2794546,4/14/2026,5/14/2026,Apr 2026,Bill,Corporate : IT : Services / License,820.82 ,820.82 ,Paid In Full,Software Licenses Ivan/Sam,5/15/2026
"Nexus Data Centers, LLC",Holland & Knight LLP,33920876,4/14/2026,4/14/2026,Apr 2026,Bill,Corporate : Legal,780.00 ,780.00 ,Paid In Full,,5/4/2026
"Nexus Land Holdings, LLC","Beckman and Associates, Consultants Inc.",369,4/14/2026,4/14/2026,Apr 2026,Bill,Infrastructure : Legal - Infra,"14,500.00 ","14,500.00 ",Paid In Full,,5/4/2026
"Nexus Hubbard Power, LLC",Honeywell International Inc.,5272680557,4/14/2026,5/14/2026,Apr 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"30,306,988.71 ","30,306,988.71 ",Paid In Full,Battery Energy Storage System 235MW/471MWh,5/14/2026
"Nexus Apex Holdings, LLC","Terracon Consultants, Inc.",TQ44628,4/14/2026,5/14/2026,Feb 2026,Bill,Development : Engineering : Engineering Procore,"185,449.00 ","185,449.00 ",Paid In Full,Services Through February (invoice date in NS = Procore submission),5/27/2026
"Nexus Apex Holdings, LLC","Terracon Consultants, Inc.",TQ57918,4/14/2026,5/14/2026,Jan 2026,Bill,Development : Engineering : Engineering Procore,"39,834.00 ","39,834.00 ",Paid In Full,Jan Service - SOW # 1 - Earth & Geotechnical work,5/27/2026
"Nexus Land Holdings, LLC",City of Hubbard,04152026,4/15/2026,4/15/2026,Apr 2026,Bill,Infrastructure : Utilities - Infra,349.92 ,349.92 ,Paid In Full,City of Hubbard April,4/15/2026
"Nexus Data Centers, LLC",DocuSign,111100665054,4/15/2026,5/15/2026,Apr 2026,Bill,Corporate : IT : Services / License,"12,626.74 ","12,626.74 ",Paid In Full,Prepaid subscription - 14-Apr-26 to 13- Apr-27,5/15/2026
"Nexus Land Holdings, LLC",HUBBARD FARM AND RANCH LLC,12189,4/15/2026,4/15/2026,Apr 2026,Bill,Infrastructure : Residential Improvements - Infra,"3,376.59 ","3,376.59 ",Paid In Full,Paid via check 1049,4/15/2026
"Nexus Data Centers, LLC",Datamation Technologies,4793,4/15/2026,4/28/2026,Apr 2026,Bill,Corporate : IT : Services / License,"21,276.07 ","21,276.07 ",Paid In Full,Hardware purchases,5/4/2026
